lead_id,created_date,lead_source,product_line,region,nam_owner,client_type,deal_value_usd,period,lead_status,disqualified_reason
L-P2-03244,10-Mar-25,Outbound SDR,Smart Buildings,West,L. Fitzgerald,Municipality,35798,P2,Qualified,
L-P2-03245,09-Jan-25,Inbound Web Form,Video Analytics,South,R. Alvarez,Mixed-Use Development,17141,P2,Disqualified,Wrong fit
L-P2-03246,06-07-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,S. Patel,Campus,41229,P2,Open,
L-P2-03247,06-05-2025 00:00,Partner Referral,Digital Signage,West,R. Alvarez,Multifamily Property,30270,P2,Open,
L-P2-03248,03-May-25,Outbound SDR,Smart Lighting,Midwest,K. Romano,Mixed-Use Development,15567,P2,Open,
L-P2-03249,08-12-2025,Existing Client Upsell,Smart Mobility (EV/Parking),Northeast,D. Singh,Enterprise Business,33585,P2,Open,
L-P2-03250,07/17/2025,Inbound Web Form,Smart Buildings,South,R. Alvarez,Enterprise Business,37356,P2,Disqualified,Wrong fit
L-P2-03251,30-09-2025,Cold Outreach,Digital Signage,Midwest,R. Alvarez,Multifamily Property,27347,P2,Open,
L-P2-03252,05-04-2025,EXISTING CLIENT UPSELL,Smart Mobility (EV/Parking),MIDWEST,K. Romano,Enterprise Business,27986,P2,Open,
L-P2-03253,05-01-2025,Inbound Web Form,Smart Lighting,Northeast,T. Chen,Municipality,51448,P2,Qualified,
L-P2-03254,22-Aug-25,Inbound Web Form,Smart Lighting,South,K. Romano,Campus,28005,P2,Open,
L-P2-03255,15-Jul-25,Existing Client Upsell,Smart Buildings,West,M. Okafor,Enterprise Business,18543,P2,Disqualified,Wrong fit
L-P2-03256,31-07-2025,Partner Referral,Smart Mobility (EV/Parking),Northeast,D. Singh,Mixed-Use Development,28954,P2,Open,
L-P2-03257,10-07-2025 00:00,Inbound Web Form,Smart Buildings,West,D. Singh,Mixed-Use Development,53391,P2,Open,
L-P2-03258,08-03-2025,Outbound SDR,Video Analytics,Northeast,J. Sullivan,Multifamily Property,31026,P2,Disqualified,No budget
L-P2-03259,23-Apr-25,Inbound Web Form,Digital Signage,West,T. Chen,Mixed-Use Development,14490,P2,Disqualified,Duplicate
L-P2-03260,07-07-2025 00:00,Outbound SDR,Digital Signage,South,J. Sullivan,Municipality,128469,P2,Disqualified,Duplicate
L-P2-03261,04-01-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Campus,11929,P2,Disqualified,No budget
L-P2-03262,20-07-2025,Partner Referral,Smart Lighting,Midwest,,Mixed-Use Development,8000,P2,Disqualified,No response
L-P2-03263,03-07-2025,Partner Referral,Smart Buildings,South,L. Fitzgerald,Campus,21236,P2,Open,
L-P2-03264,29-Jun-25,Trade Show,Digital Signage,Northeast,M. Okafor,Mixed-Use Development,33774,P2,Qualified,
L-P2-03265,05-02-2025,PARTNER REFERRAL,Smart Lighting,SOUTH,M. Okafor,Municipality,40218,P2,Disqualified,No budget
L-P2-03266,06-02-2025,Outbound SDR,Smart Lighting,West,L. Fitzgerald,Enterprise Business,44548,P2,Disqualified,Duplicate
L-P2-03267,19-03-2025 00:00,Trade Show,Smart Lighting,Northeast,D. Singh,Multifamily Property,35135,P2,Open,
L-P2-03268,13-Sep-25,Existing Client Upsell,Video Analytics,Midwest,S. Patel,Mixed-Use Development,14154,P2,Open,
L-P2-03269,09-Apr-25,Partner Referral,Smart Buildings,West,R. Alvarez,Municipality,51510,P2,Qualified,
L-P2-03270,07/19/2025,Partner Referral,Smart Lighting,Midwest,J. Sullivan,Multifamily Property,60713,P2,Open,
L-P2-03271,15-Apr-25,Existing Client Upsell,Video Analytics,South,D. Singh,Mixed-Use Development,43388,P2,Open,
L-P2-03272,28-May-25,Outbound SDR,Smart Mobility (EV/Parking),West,S. Patel,Multifamily Property,81378,P2,Qualified,
L-P2-03273,03-05-2025,Partner Referral,Smart Buildings,South,M. Okafor,Enterprise Business,46149,P2,Disqualified,No response
L-P2-03274,08-03-2025,Partner Referral,Smart Lighting,Northeast,M. Okafor,Multifamily Property,14731,P2,Open,
L-P2-03275,16-Jun-25,Trade Show,Smart Buildings,West,D. Singh,Multifamily Property,20362,P2,Open,
L-P2-03276,12-04-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Campus,14240,P2,Disqualified,No response
L-P2-03277,03/26/2025,Outbound SDR,Smart Lighting,Midwest,L. Fitzgerald,Multifamily Property,42037,P2,Qualified,
L-P2-03278,09-Apr-25,Outbound SDR,Smart Mobility (EV/Parking),Midwest,D. Singh,Enterprise Business,8441,P2,Disqualified,No response
L-P2-03279,05/14/2025,Outbound SDR,Smart Lighting,West,K. Romano,Enterprise Business,18356,P2,Disqualified,Duplicate
L-P2-03280,21-06-2025 00:00,Partner Referral,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Municipality,22809,P2,Open,
L-P2-03281,07/17/2025,Outbound SDR,Smart Mobility (EV/Parking),,K. Romano,Enterprise Business,13322,P2,Qualified,
L-P2-03282,15-08-2025 00:00,Trade Show,Smart Buildings,Northeast,J. Sullivan,Enterprise Business,35943,P2,Open,
L-P2-03283,05/29/2025,Existing Client Upsell,Smart Lighting,West,S. Patel,Campus,16842,P2,Open,
L-P2-03284,05/20/2025,OUTBOUND SDR,Smart Lighting,MIDWEST,J. Sullivan,Enterprise Business,60172,P2,Disqualified,No response
L-P2-03285,11-01-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),South,M. Okafor,Mixed-Use Development,,P2,Open,
L-P2-03286,16-Jul-25,Cold Outreach,Smart Lighting,South,J. Sullivan,Enterprise Business,24814,P2,Open,
L-P2-03287,01-05-2025,Outbound SDR,Smart Lighting,Northeast,K. Romano,Mixed-Use Development,16703,P2,Open,
L-P2-03288,04-07-2025,Cold Outreach,Smart Mobility (EV/Parking),West,D. Singh,Enterprise Business,34333,P2,Disqualified,Wrong fit
L-P2-03289,25-06-2025,Partner Referral,Digital Signage,South,L. Fitzgerald,Enterprise Business,20583,P2,Open,
L-P2-03290,05/26/2025,Inbound Web Form,Digital Signage,West,T. Chen,Campus,46895,P2,Disqualified,Duplicate
L-P2-03291,16-04-2025 00:00,EXISTING CLIENT UPSELL,Smart Lighting,WEST,L. Fitzgerald,Municipality,16823,P2,Qualified,
L-P2-03292,28-Jan-25,Partner Referral,Smart Lighting,South,S. Patel,Enterprise Business,36301,P2,Open,
L-P2-03293,09-Aug-25,Existing Client Upsell,Digital Signage,Midwest,D. Singh,Mixed-Use Development,25678,P2,Qualified,
L-P2-03294,15-Aug-25,Inbound Web Form,Digital Signage,South,K. Romano,Multifamily Property,27136,P2,Open,
L-P2-03295,04-06-2025,Partner Referral,Smart Lighting,Northeast,T. Chen,Multifamily Property,11866,P2,Disqualified,No budget
L-P2-03296,13-03-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),West,M. Okafor,Multifamily Property,29140,P2,Open,
L-P2-03297,24-07-2025,Outbound SDR,Digital Signage,South,D. Singh,Enterprise Business,8000,P2,Open,
L-P2-03298,01-03-2025,Outbound SDR,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Campus,52730,P2,Open,
L-P2-03299,06-05-2025,Inbound Web Form,Digital Signage,West,L. Fitzgerald,Municipality,13828,P2,Disqualified,Duplicate
L-P2-03300,03-07-2025,Outbound SDR,Smart Buildings,Midwest,L. Fitzgerald,Municipality,17919,P2,Open,
L-P2-03301,22-05-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),Midwest,L. Fitzgerald,Campus,13510,P2,Disqualified,No response
L-P2-03302,06-Mar-25,Outbound SDR,Smart Mobility (EV/Parking),Midwest,,Mixed-Use Development,40262,P2,Open,
L-P2-03303,09/26/2025,PARTNER REFERRAL,Smart Buildings,NORTHEAST,D. Singh,Mixed-Use Development,18318,P2,Disqualified,No response
L-P2-03304,26-06-2025 00:00,Trade Show,Smart Lighting,West,T. Chen,Municipality,16699,P2,Qualified,
L-P2-03305,19-04-2025 00:00,Trade Show,Smart Buildings,South,R. Alvarez,Municipality,11394,P2,Open,
L-P2-03306,08/22/2025,Outbound SDR,Smart Mobility (EV/Parking),Northeast,L. Fitzgerald,Municipality,20657,P2,Open,
L-P2-03307,02-12-2025,Cold Outreach,Smart Lighting,Northeast,M. Okafor,Mixed-Use Development,50683,P2,Open,
L-P2-03308,09-08-2025,Inbound Web Form,Video Analytics,West,L. Fitzgerald,Enterprise Business,68990,P2,Open,
L-P2-03309,04/23/2025,Existing Client Upsell,Smart Lighting,Northeast,M. Okafor,Mixed-Use Development,13812,P2,Qualified,
L-P2-03310,07-04-2025 00:00,Outbound SDR,Video Analytics,Northeast,J. Sullivan,Enterprise Business,31955,P2,Qualified,
L-P2-03311,17-03-2025,Existing Client Upsell,Smart Lighting,South,J. Sullivan,Campus,47941,P2,Disqualified,Duplicate
L-P2-03312,28-06-2025 00:00,Inbound Web Form,Video Analytics,Northeast,R. Alvarez,Mixed-Use Development,43487,P2,Disqualified,No budget
L-P2-03313,26-01-2025 00:00,PARTNER REFERRAL,Smart Lighting,SOUTH,M. Okafor,Campus,15957,P2,Open,
L-P2-03314,01-10-2025,Outbound SDR,Digital Signage,South,K. Romano,Mixed-Use Development,17983,P2,Disqualified,Duplicate
L-P2-03315,12-02-2025 00:00,Inbound Web Form,Smart Buildings,West,K. Romano,Campus,20324,P2,Open,
L-P2-03316,05/17/2025,Trade Show,Smart Mobility (EV/Parking),Midwest,D. Singh,Enterprise Business,11461,P2,Open,
L-P2-03317,21-Jan-25,Inbound Web Form,Video Analytics,South,L. Fitzgerald,Multifamily Property,47084,P2,Disqualified,Duplicate
L-P2-03318,18-09-2025 00:00,Existing Client Upsell,Smart Lighting,,K. Romano,Campus,16099,P2,Qualified,
L-P2-03319,03/22/2025,OUTBOUND SDR,Smart Mobility (EV/Parking),WEST,D. Singh,Multifamily Property,23628,P2,Open,
L-P2-03320,05/30/2025,Partner Referral,Video Analytics,South,D. Singh,Mixed-Use Development,41816,P2,Disqualified,Duplicate
L-P2-03321,05-Apr-25,Existing Client Upsell,Smart Mobility (EV/Parking),South,T. Chen,Campus,41491,P2,Open,
L-P2-03322,23-08-2025 00:00,Inbound Web Form,Smart Buildings,West,J. Sullivan,Multifamily Property,21902,P2,Open,
L-P2-03323,05-06-2025 00:00,Partner Referral,Smart Buildings,South,L. Fitzgerald,Campus,26536,P2,Disqualified,Wrong fit
L-P2-03324,06-03-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),Northeast,R. Alvarez,Municipality,37959,P2,Disqualified,Wrong fit
L-P2-03325,07/13/2025,Trade Show,Smart Buildings,West,L. Fitzgerald,Municipality,61546,P2,Qualified,
L-P2-03326,06-06-2025,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Enterprise Business,27373,P2,Disqualified,Duplicate
L-P2-03327,02-07-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Municipality,18431,P2,Open,
L-P2-03328,16-05-2025 00:00,Outbound SDR,Smart Buildings,Midwest,L. Fitzgerald,Mixed-Use Development,116931,P2,Open,
L-P2-03329,02-Jan-25,EXISTING CLIENT UPSELL,Video Analytics,WEST,J. Sullivan,Enterprise Business,12730,P2,Disqualified,No response
L-P2-03330,04-06-2025 00:00,Outbound SDR,Video Analytics,Midwest,R. Alvarez,Multifamily Property,20572,P2,Qualified,
L-P2-03331,15-08-2025,PARTNER REFERRAL,Smart Buildings,WEST,M. Okafor,Mixed-Use Development,54857,P2,Disqualified,No budget
L-P2-03332,04-03-2025,Outbound SDR,Smart Mobility (EV/Parking),West,K. Romano,Campus,22007,P2,Qualified,
L-P2-03333,08-03-2025,INBOUND WEB FORM,Digital Signage,NORTHEAST,L. Fitzgerald,Campus,21257,P2,Qualified,
L-P2-03334,15-May-25,Trade Show,Smart Mobility (EV/Parking),West,K. Romano,Enterprise Business,116868,P2,Open,
L-P2-03335,27-05-2025 00:00,Partner Referral,Smart Lighting,West,R. Alvarez,Enterprise Business,25469,P2,Open,
L-P2-03336,11-May-25,Partner Referral,Smart Lighting,West,J. Sullivan,Municipality,21803,P2,Disqualified,Wrong fit
L-P2-03337,19-05-2025 00:00,Outbound SDR,Smart Lighting,Northeast,S. Patel,Multifamily Property,37188,P2,Open,
L-P2-03338,14-Jun-25,Outbound SDR,Smart Lighting,West,L. Fitzgerald,Campus,21202,P2,Qualified,
L-P2-03339,20-04-2025,Outbound SDR,Smart Mobility (EV/Parking),Northeast,M. Okafor,Municipality,82509,P2,Open,
L-P2-03340,02-Sep-25,TRADE SHOW,Smart Buildings,WEST,L. Fitzgerald,Enterprise Business,33139,P2,Disqualified,No response
L-P2-03341,25-08-2025 00:00,Outbound SDR,Smart Lighting,Midwest,D. Singh,Multifamily Property,43250,P2,Open,
L-P2-03342,05/13/2025,Inbound Web Form,Video Analytics,Northeast,T. Chen,Multifamily Property,45280,P2,Disqualified,No budget
L-P2-03343,30-03-2025,Partner Referral,Smart Lighting,West,J. Sullivan,Enterprise Business,19137,P2,Disqualified,Duplicate
L-P2-03344,05-Jan-25,Inbound Web Form,Smart Mobility (EV/Parking),Midwest,J. Sullivan,Multifamily Property,30937,P2,Open,
L-P2-03345,26-03-2025,Outbound SDR,Smart Lighting,South,D. Singh,Multifamily Property,44937,P2,Disqualified,No budget
L-P2-03346,03/16/2025,Partner Referral,Smart Lighting,West,K. Romano,Enterprise Business,28864,P2,Disqualified,Duplicate
L-P2-03347,30-04-2025,Existing Client Upsell,Digital Signage,West,S. Patel,Municipality,48219,P2,Qualified,
L-P2-03348,09/28/2025,Trade Show,Smart Lighting,South,M. Okafor,Multifamily Property,35639,P2,Open,
L-P2-03349,15-05-2025,Partner Referral,Video Analytics,Midwest,S. Patel,Multifamily Property,10434,P2,Disqualified,No response
L-P2-03350,04-06-2025,Cold Outreach,Video Analytics,South,K. Romano,Multifamily Property,18880,P2,Open,
L-P2-03351,07-03-2025,Inbound Web Form,Video Analytics,Midwest,L. Fitzgerald,Enterprise Business,20565,P2,Open,
L-P2-03352,22-01-2025 00:00,Outbound SDR,Video Analytics,West,D. Singh,Mixed-Use Development,8000,P2,Open,
L-P2-03353,19-06-2025 00:00,Existing Client Upsell,Smart Lighting,Midwest,K. Romano,Enterprise Business,20232,P2,Open,
L-P2-03354,20-07-2025 00:00,Partner Referral,Video Analytics,Northeast,T. Chen,Municipality,31049,P2,Open,
L-P2-03355,10-Mar-25,Trade Show,Digital Signage,,M. Okafor,Mixed-Use Development,61011,P2,Disqualified,Wrong fit
L-P2-03356,09-07-2025 00:00,Partner Referral,Smart Buildings,West,J. Sullivan,Campus,31020,P2,Open,
L-P2-03357,08/16/2025,Outbound SDR,Smart Lighting,West,D. Singh,Multifamily Property,35353,P2,Qualified,
L-P2-03358,29-06-2025 00:00,Inbound Web Form,Smart Mobility (EV/Parking),South,K. Romano,Mixed-Use Development,8000,P2,Open,
L-P2-03359,02-10-2025,Inbound Web Form,Smart Buildings,Midwest,R. Alvarez,Mixed-Use Development,57981,P2,Open,
L-P2-03360,01-01-2025,Existing Client Upsell,Smart Lighting,West,M. Okafor,Mixed-Use Development,9226,P2,Open,
L-P2-03361,09-Jul-25,Partner Referral,Smart Lighting,Midwest,J. Sullivan,Enterprise Business,109573,P2,Open,
L-P2-03362,22-04-2025 00:00,Cold Outreach,Smart Lighting,West,M. Okafor,Campus,37083,P2,Open,
L-P2-03363,20-08-2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,J. Sullivan,Campus,19706,P2,Disqualified,No budget
L-P2-03364,24-06-2025 00:00,Outbound SDR,Video Analytics,South,D. Singh,Mixed-Use Development,39119,P2,Open,
L-P2-03365,25-02-2025,Outbound SDR,Video Analytics,West,J. Sullivan,Mixed-Use Development,41901,P2,Open,
L-P2-03366,17-06-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,M. Okafor,Municipality,14440,P2,Open,
L-P2-03367,31-03-2025,Inbound Web Form,Smart Buildings,South,M. Okafor,Municipality,26198,P2,Qualified,
L-P2-03368,04-02-2025 00:00,Trade Show,Digital Signage,Midwest,J. Sullivan,Enterprise Business,18728,P2,Disqualified,No response
L-P2-03369,09-02-2025 00:00,Inbound Web Form,Digital Signage,Midwest,K. Romano,Multifamily Property,35049,P2,Qualified,
L-P2-03370,01-Jul-25,Partner Referral,Digital Signage,West,K. Romano,Mixed-Use Development,18341,P2,Disqualified,No budget
L-P2-03371,22-Jul-25,Partner Referral,Digital Signage,West,K. Romano,Enterprise Business,19659,P2,Open,
L-P2-03372,16-04-2025 00:00,Existing Client Upsell,Smart Mobility (EV/Parking),West,L. Fitzgerald,Multifamily Property,56336,P2,Disqualified,No budget
L-P2-03373,01-07-2025,Outbound SDR,Smart Lighting,West,K. Romano,Municipality,10387,P2,Qualified,
L-P2-03374,04/22/2025,Inbound Web Form,Smart Lighting,Northeast,L. Fitzgerald,Multifamily Property,30060,P2,Open,
L-P2-03375,01/23/2025,Outbound SDR,Smart Mobility (EV/Parking),Midwest,T. Chen,Municipality,21990,P2,Disqualified,No response
L-P2-03376,03-06-2025,Existing Client Upsell,Video Analytics,West,S. Patel,Municipality,15217,P2,Open,
L-P2-03377,14-Jun-25,PARTNER REFERRAL,Smart Lighting,MIDWEST,T. Chen,Municipality,9155,P2,Qualified,
L-P2-03378,07-12-2025,Partner Referral,Video Analytics,Northeast,J. Sullivan,Municipality,23577,P2,Qualified,
L-P2-03379,05/22/2025,Outbound SDR,Smart Lighting,West,R. Alvarez,Mixed-Use Development,15663,P2,Open,
L-P2-03380,01-Sep-25,Cold Outreach,Smart Lighting,South,K. Romano,Campus,16193,P2,Open,
L-P2-03381,02/15/2025,Outbound SDR,Smart Mobility (EV/Parking),West,K. Romano,Mixed-Use Development,13473,P2,Disqualified,Duplicate
L-P2-03382,03/22/2025,Trade Show,Smart Lighting,West,J. Sullivan,Enterprise Business,41027,P2,Qualified,
L-P2-03383,24-Jul-25,Outbound SDR,Smart Buildings,Midwest,M. Okafor,Municipality,35276,P2,Qualified,
L-P2-03384,04/17/2025,Trade Show,Digital Signage,,R. Alvarez,Campus,22946,P2,Qualified,
L-P2-03385,03-Jan-25,Cold Outreach,Digital Signage,Northeast,R. Alvarez,Campus,36437,P2,Open,
L-P2-03386,18-09-2025,Existing Client Upsell,Digital Signage,Midwest,K. Romano,Campus,21762,P2,Qualified,
L-P2-03387,02/19/2025,Inbound Web Form,Smart Mobility (EV/Parking),West,R. Alvarez,Multifamily Property,,P2,Qualified,
L-P2-03388,05-01-2025 00:00,Outbound SDR,Smart Mobility (EV/Parking),South,S. Patel,Multifamily Property,58278,P2,Open,
L-P2-03389,01/21/2025,INBOUND WEB FORM,Smart Lighting,SOUTH,J. Sullivan,Enterprise Business,16979,P2,Qualified,
L-P2-03390,03/26/2025,Existing Client Upsell,Video Analytics,South,R. Alvarez,Campus,13786,P2,Open,
L-P2-03391,02/13/2025,Inbound Web Form,Video Analytics,Northeast,D. Singh,Municipality,85717,P2,Open,
L-P2-03392,21-09-2025 00:00,Inbound Web Form,Smart Lighting,Northeast,J. Sullivan,Campus,28037,P2,Disqualified,Duplicate
L-P2-03393,26-01-2025 00:00,Existing Client Upsell,Video Analytics,West,L. Fitzgerald,Multifamily Property,29990,P2,Open,
L-P2-03394,15-09-2025 00:00,Inbound Web Form,Video Analytics,Northeast,S. Patel,Enterprise Business,33288,P2,Qualified,
L-P2-03395,02/24/2025,Partner Referral,Digital Signage,South,S. Patel,Municipality,12814,P2,Disqualified,Wrong fit
L-P2-03396,04-07-2025,Outbound SDR,Smart Lighting,Northeast,K. Romano,Multifamily Property,12276,P2,Disqualified,No budget
L-P2-03397,07-12-2025,Outbound SDR,Smart Mobility (EV/Parking),Midwest,K. Romano,Mixed-Use Development,47573,P2,Qualified,
L-P2-03398,28-May-25,Cold Outreach,Digital Signage,Northeast,D. Singh,Enterprise Business,26612,P2,Open,
L-P2-03399,19-06-2025,Trade Show,Digital Signage,South,D. Singh,Multifamily Property,,P2,Disqualified,Duplicate
L-P2-03400,03-07-2025,Outbound SDR,Video Analytics,South,T. Chen,Enterprise Business,8789,P2,Open,
L-P2-03401,22-09-2025,Outbound SDR,Smart Buildings,Northeast,R. Alvarez,Enterprise Business,34272,P2,Qualified,
L-P2-03402,07-Apr-25,Trade Show,Smart Lighting,Midwest,T. Chen,Enterprise Business,15454,P2,Qualified,
L-P2-03403,09-02-2025,INBOUND WEB FORM,Smart Buildings,SOUTH,T. Chen,Municipality,55005,P2,Open,
L-P2-03404,01-06-2025,Outbound SDR,Smart Mobility (EV/Parking),Northeast,J. Sullivan,Enterprise Business,56449,P2,Qualified,
L-P2-03405,05-Apr-25,Inbound Web Form,Smart Buildings,South,R. Alvarez,Multifamily Property,54806,P2,Open,
L-P2-03406,02-02-2025,Cold Outreach,Smart Mobility (EV/Parking),Midwest,R. Alvarez,Enterprise Business,44739,P2,Open,
L-P2-03407,01-11-2025,Partner Referral,Smart Lighting,Northeast,T. Chen,Municipality,66345,P2,Qualified,
L-P2-03408,05-01-2025 00:00,Partner Referral,Digital Signage,Northeast,K. Romano,Multifamily Property,9736,P2,Open,
L-P2-03409,02-04-2025,Outbound SDR,Smart Buildings,West,T. Chen,Multifamily Property,43005,P2,Qualified,
L-P2-03410,06/24/2025,Outbound SDR,Smart Mobility (EV/Parking),Northeast,T. Chen,Municipality,25636,P2,Qualified,
L-P2-03411,28-Jan-25,PARTNER REFERRAL,Smart Buildings,WEST,S. Patel,Municipality,34215,P2,Open,
L-P2-03412,03/30/2025,Trade Show,Digital Signage,Northeast,S. Patel,Multifamily Property,57615,P2,Open,
L-P2-03413,01/23/2025,Partner Referral,Smart Buildings,West,,Mixed-Use Development,27125,P2,Open,
L-P2-03414,10-01-2025,Partner Referral,Smart Mobility (EV/Parking),South,K. Romano,Enterprise Business,39313,P2,Open,
L-P2-03415,18-09-2025,Partner Referral,Video Analytics,West,K. Romano,Enterprise Business,29113,P2,Open,
L-P2-03416,05-11-2025,Trade Show,Video Analytics,South,K. Romano,Campus,33264,P2,Open,
L-P2-03417,08/16/2025,Partner Referral,Smart Mobility (EV/Parking),South,R. Alvarez,Mixed-Use Development,36403,P2,Disqualified,Duplicate
L-P2-03418,08-01-2025,Trade Show,Smart Buildings,South,J. Sullivan,Municipality,25953,P2,Disqualified,No budget
L-P2-03419,10-Jan-25,Inbound Web Form,Video Analytics,West,M. Okafor,Mixed-Use Development,17693,P2,Disqualified,Wrong fit
L-P2-03420,18-08-2025 00:00,Trade Show,Smart Mobility (EV/Parking),West,T. Chen,Mixed-Use Development,46081,P2,Open,
L-P2-03421,05/21/2025,Partner Referral,Smart Buildings,South,R. Alvarez,Campus,21451,P2,Qualified,
L-P2-03422,03-02-2025,Existing Client Upsell,Smart Mobility (EV/Parking),South,T. Chen,Campus,17572,P2,Qualified,
L-P2-03423,02-Mar-25,Existing Client Upsell,Smart Lighting,South,D. Singh,Campus,8000,P2,Open,
L-P2-03424,05-11-2025,INBOUND WEB FORM,Smart Buildings,SOUTH,S. Patel,Enterprise Business,10055,P2,Disqualified,Duplicate
